id,data_provider,country,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,event_date,problem
rcint_30882,Repair Café International,CAN,Desktop computer,4,Asus,2014,6,Fixed,,2020-02-29,"bad chase cable. power supply had a problem. respoiled cable, clean oil fan."
rcint_30877,Repair Café International,CAN,Printer/scanner,25,Unknown,2000,20,End of life,,2020-02-29,printer cannot feed paper - printing works. jammed.
rcint_30873,Repair Café International,CAN,Laptop,16,Toshiba,2012,8,Repairable,,2020-02-29,"liquid damage - damaged hard drive. liquid damage. damaged hard drive, attempted data recovery."
rcint_30863,Repair Café International,CAN,Laptop,16,Jumper,,,Repairable,,2020-02-29,damaged keyboard. repurposed it.
rcint_30855,Repair Café International,CAN,Mobile,19,Apple,2016,4,End of life,,2020-02-29,Water Damage.
rcint_30852,Repair Café International,CAN,Battery/charger/adapter,2,Unknown,2017,3,Fixed,,2020-02-29,rusted screw and loose spring. not working. replaced screw and reassembled.
rcint_30841,Repair Café International,CAN,Printer/scanner,25,Zircon,2010,10,Fixed,,2020-02-29,broken 9v battery connector. bring battery to wire. replaced connector with one supplied by owner.
rcint_30838,Repair Café International,CAN,Laptop,16,Asus,,,Fixed,,2020-02-29,reinstalled windows 10.
rcint_28016,Repair Café International,NLD,Mobile,19,Huawei,,,Fixed,,2020-01-16,lens frontcamera vuil. werkt niet goed. lens gepoetst.
rcint_28013,Repair Café International,NLD,Laptop,16,Acer,,,End of life,,2020-01-16,Is er ruimte voor Windows 10.
rcint_28009,Repair Café International,NLD,Printer/scanner,25,Canon,2017,3,Repairable,,2020-01-16,"print alleen kleur en niet zwartwit. inktcartridge schoongemaakt en scanner plus printen werkt prima, maar zwart slecht. Advies originele cartridge."
rcint_28005,Repair Café International,NLD,PC accessory,22,Microsoft,,,Fixed,,2020-01-16,toetsenbord schoongemaakt.
rcint_27620,Repair Café International,NLD,TV and gaming-related accessories,33,Panasonic,2000,20,Fixed,,2020-01-09,mechanisch geblokkeerd. cassette wordt spontaan uitgeworpen. mechanisch gereset.
rcint_27615,Repair Café International,NLD,Laptop,16,Lenovo,,,Fixed,,2020-01-09,"HD fouten. HD vervangen door SSD, Win 10 geïnstalleerd."
rcint_72845,Repair Café International,FRA,Battery/charger/adapter,2,Unknown,,,End of life,,2020-02-29,Faux contact.
rcint_72846,Repair Café International,FRA,Flat screen,8,Unknown,,,End of life,,2020-02-29,Scintillement.
rcint_72852,Repair Café International,FRA,Mobile,19,Huawei,,,Fixed,,2020-02-29,Ecran cassé. Démontage téléphone.
rcint_72854,Repair Café International,FRA,TV and gaming-related accessories,33,Unknown,,,Fixed,,2020-02-29,"LED infrarouge déplacée. ne marche plus suite à une chute. Démontage, et ré-orientation de la LED infrarouge."
rcint_72857,Repair Café International,FRA,Mobile,19,Unknown,,,End of life,,2020-02-29,Ecran ne s'allume plus après une chute.
rcint_30212,Repair Café International,GBR,PC accessory,22,Apple,,,Fixed,,2020-02-15,Mobile Data switched on. Disabled mobile data.
rcint_30205,Repair Café International,GBR,Tablet,30,Apple,,,Repairable,,2020-02-15,None. Virus? Advice on scam websites.
rcint_30181,Repair Café International,GBR,TV and gaming-related accessories,33,JVC,,,Fixed,,2020-02-15,
rcint_30170,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,Fixed,,2020-02-15,Lost chain.
rcint_30161,Repair Café International,GBR,Tablet,30,Asus,,,End of life,,2020-02-15,
rcint_30160,Repair Café International,GBR,TV and gaming-related accessories,33,Panasonic,,,End of life,,2020-02-15,
rcint_30158,Repair Café International,GBR,Printer/scanner,25,Epson,,,Fixed,,2020-02-15,Not picking up paper. Roughed up rollers using sand paper.
rcint_30003,Repair Café International,GBR,Tablet,30,TomTom,,,End of life,,2020-02-15,
rcint_29986,Repair Café International,GBR,Desktop computer,4,Lenovo,,,End of life,,2020-02-15,Faulty screen.
rcint_30918,Repair Café International,FRA,Printer/scanner,25,Canon,2019,1,End of life,,2020-02-29,Problème mécanique. Imprile en décaler.
rcint_30917,Repair Café International,FRA,Tablet,30,Unknown,2015,5,Fixed,,2020-02-29,Piles déchargées. Ne donne plus la température extérrieur.
rcint_30681,Repair Café International,NLD,TV and gaming-related accessories,33,Samsung,2018,2,Fixed,,2020-02-29,Geen defect. Batterijen moeten vervangen maar het product wil niet open. Deksel zat erg stroef. Paar keer open en dicht gemaakt om het wat losser te laten lopen.
rcint_30644,Repair Café International,NLD,Battery/charger/adapter,2,Nokia,,,Fixed,,2020-02-28,kabelbreuk. kabel gesoldeerd.
rcint_30417,Repair Café International,GBR,Mobile,19,Huawei,2019,1,Repairable,,2020-02-15,Needed advice on changing passwords for an app. Found correct setting in Menus and showed Customer.
rcint_29701,Repair Café International,NLD,Printer/scanner,25,Samsung,,,Fixed,,2020-02-12,rollen hard. papierdoorvooer slecht. rollen schoongemaakt.
rcint_28236,Repair Café International,GBR,Mobile,19,Samsung,,,Repairable,,2020-01-18,Suggested factory reset. screen black.
rcint_72877,Repair Café International,NLD,Flat screen,8,Philips,,,End of life,,2020-02-25,"wel geluid, geen beeld."
rcint_28206,Repair Café International,GBR,Flat screen,8,Unknown,,,End of life,,2020-01-18,Specialist repair required. surround sound not working.
rcint_28202,Repair Café International,GBR,Mobile,19,Samsung,,,Repairable,,2020-01-18,suggested install malware. hijacked by an app with adds.
rcint_28182,Repair Café International,GBR,Tablet,30,Samsung,,,Fixed,,2020-01-18,Cleaned hard drive. not enough memory.
rcint_28181,Repair Café International,GBR,PC accessory,22,Unknown,,,Repairable,,2020-01-18,Recommended to try out on customers own computer. USB stick not working.
rcint_28176,Repair Café International,GBR,Printer/scanner,25,Epson,,,Repairable,,2020-01-18,"Needs new belt, doesn't appear available after short search, try unicompparts.com. belt snapped."
rcint_29313,Repair Café International,GBR,Laptop,16,Dell,,,Repairable,,2020-02-01,"Advice needed. Explained Onedrive, talked about files and folders, renaming, sorting etc."
rcint_30286,Repair Café International,GBR,Laptop,16,Unknown,,,Fixed,,2020-02-15,
rcint_30270,Repair Café International,GBR,Desktop computer,4,Unknown,,,End of life,,2020-02-15,soldered joints but still not working. not working.
rcint_30248,Repair Café International,GBR,Laptop,16,Home,,,Repairable,,2020-02-15,difficult to boot up & error messages.
rcint_30247,Repair Café International,GBR,Laptop,16,Home,,,Fixed,,2020-02-15,"Low disc space. cleared some space, suggested buying backup drive and return next month."
rcint_30544,Repair Café International,GBR,Mobile,19,Unknown,,,Fixed,,2020-02-15,password needs changing. Gave advice on where to find this in the menus.
rcint_30519,Repair Café International,GBR,Desktop computer,4,Unknown,,,Fixed,,2020-02-15,Not sure how to connect. Added a composite video output for use with a modern TV.
rcint_30547,Repair Café International,GBR,TV and gaming-related accessories,33,Sharp,,,Fixed,,2020-02-15,Locked up with tape inside (possible security code?) No fault found.
rcint_30410,Repair Café International,GBR,Mobile,19,Samsung,,,End of life,,2020-02-15,Flickered and died over a 2 month period.
rcint_30408,Repair Café International,GBR,Mobile,19,Samsung,,,Repairable,,2020-02-15,Charging issue. Either battery charging part or dissembled for customer to deal with battery.
rcint_30407,Repair Café International,GBR,Desktop computer,4,Amazon,,,Repairable,,2020-02-15,"Cracked screen. Broken screen replaced, torn ribbon will replace in own time and contact customer."
rcint_30406,Repair Café International,GBR,Mobile,19,Unknown,,,Fixed,,2020-02-15,"various phone, 1 broken screen and improving others. For the lantern trust - screen repaired."
rcint_28963,Repair Café International,NLD,Flat screen,8,Samsung,2015,5,End of life,,2020-02-01,voeding. geen beeld.
rcint_30397,Repair Café International,GBR,Desktop computer,4,Unknown,,,Repairable,,2020-02-15,Kindle Fire - cracked screen. Screen to be ordered.
rcint_30396,Repair Café International,GBR,Mobile,19,Apple,,,Fixed,,2020-02-15,"I phone, A Nokias, A samsung and a Motorola all need re setting. All phones returned to factory settings."
rcint_30394,Repair Café International,GBR,TV and gaming-related accessories,33,Toshiba,2010,10,Repairable,,2020-02-15,"Video tape rejection, dvd player etc all ok. Video tape doesn't insert or eject, possibly still works as a dvd player."
rcint_30393,Repair Café International,GBR,Desktop computer,4,Unknown,,,Fixed,,2020-02-15,Recharging socket faulty. Re wired.
rcint_30382,Repair Café International,GBR,TV and gaming-related accessories,33,Panasonic,,,End of life,,2020-02-15,Buttons sticking.
rcint_30365,Repair Café International,GBR,Games console,38,Sony,,,End of life,,2020-02-15,"Will only work with wires, want it to work wirelessly."
rcint_30363,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2020-02-15,Doesnt work.
rcint_30321,Repair Café International,GBR,Desktop computer,4,Unknown,,,Fixed,,2020-02-15,Chrome book - ring around cursor. settings altered in the menu.
rcint_30319,Repair Café International,GBR,TV and gaming-related accessories,33,Panasonic,2010,10,Repairable,,2020-02-15,Hissing noise. No issues found but advice given.
rcint_30318,Repair Café International,GBR,TV and gaming-related accessories,33,Unknown,,,Fixed,,2020-02-15,"Broken contact in garage remore. soldered dry joint , unable to test without battery."
rcint_30439,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Repairable,,2020-02-17,advies voor voeding zodat autoradio in de garage kan spelen. autoradio meenemen zodat de benodigde stroom bepaald kan worden.
rcint_72882,Repair Café International,NLD,Battery/charger/adapter,2,Waka waka,2014,6,End of life,,2020-02-18,accu defect. LED lampjes knipperen en branden niet.
rcint_72887,Repair Café International,NLD,TV and gaming-related accessories,33,Unknown,1998,22,Fixed,,2020-02-18,knop afstandbediening garagedeur is afgebroken. knopje opgehoogd en website voor vervangende afstandbediening opgezocht op internet.
rcint_28360,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,2018,2,End of life,,2020-01-24,Breuk. Kabel stuk.
rcint_30455,Repair Café International,NLD,Printer/scanner,25,Canon,2019,1,Fixed,,2020-02-18,
rcint_30440,Repair Café International,NLD,Mobile,19,Apple,,,End of life,,2020-02-17,Whatsapp is niet geinstalleerd. whatsapp doet het niet.
rcint_29389,Repair Café International,NLD,Mobile,19,Apple,2012,8,Fixed,,2020-02-06,Scherm kapot. Nieuw scherm.
rcint_27663,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Repairable,,2020-01-10,travo stuk.
rcint_29763,Repair Café International,CAN,Laptop,16,Unknown,,,End of life,,2020-02-15,unknown. won't turn on.
rcint_29750,Repair Café International,CAN,Mobile,19,Samsung,,,End of life,,2020-02-15,broken cable. Touchpad doesn't work.
rcint_30436,Repair Café International,NLD,Printer/scanner,25,Epson,,,Fixed,,2020-02-17,"Geen, papier goed gevuld en getest-OK. pakt het papier niet."
rcint_28696,Repair Café International,CAN,PC accessory,22,Unknown,,,End of life,,2020-01-25,No. Doesn't work.
rcint_29740,Repair Café International,NLD,Printer/scanner,25,Epson,2018,2,End of life,,2020-02-15,?. kortsluiting?
rcint_27204,Repair Café International,NLD,Tablet,30,Archos,,,End of life,,2019-12-21,barst in scherm. barst in het scherm.
rcint_28930,Repair Café International,NLD,Printer/scanner,25,Canon,,,Fixed,,2020-02-01,"lade gaat niet dicht en het apparaat pakt geen papier. geen defect gevonden. alles nagekeken, advies om rustig te behandelen."
rcint_72893,Repair Café International,NLD,Battery/charger/adapter,2,Batavus,2009,11,Repairable,,2020-02-11,accu lijkt in orde. motor werkt niet. spanning onder en zonder belasting gemeten.
rcint_72894,Repair Café International,NLD,Games console,38,Wii,,,Fixed,,2020-02-11,palletjes achter klepje verbogen. CD komt niet meer uit console. palletje teruggebogen en gelijnmd.
rcint_27634,Repair Café International,NLD,Battery/charger/adapter,2,Giant,2014,6,Fixed,,2020-01-10,Kabel los. Onbekend. Draadje gesoldeerd.
rcint_27863,Repair Café International,DEU,Mobile,19,Samsung,,,End of life,,2020-01-11,Nicht gefunden. Keine Funktion.
rcint_28916,Repair Café International,NLD,Mobile,19,Apple,,,End of life,,2020-02-01,"diagnose lastig oplaadsnoer ontbreekt, accu bijna leeg. vraag of het gerepareerd kan worden."
rcint_28909,Repair Café International,NLD,Flat screen,8,Sharp,2016,4,End of life,,2020-02-01,werkt niet.
rcint_28906,Repair Café International,NLD,TV and gaming-related accessories,33,Faber,2005,15,Repairable,,2020-02-01,trafo defect. geeft geen vonkje. nieuwe trafo bestellen.
rcint_28901,Repair Café International,NLD,Laptop,16,Toshiba,2010,10,Fixed,,2020-02-01,windos10. van Nederlands omgezet naar Engels.
rcint_28893,Repair Café International,NLD,Tablet,30,TomTom,2014,6,Fixed,,2020-02-01,werkt niet. batterij vervangen.
rcint_27964,Repair Café International,GBR,Tablet,30,Oregon Scientific,,,Fixed,,2020-01-11,Sensor not working. Cleaned corroded sensor.
rcint_27951,Repair Café International,GBR,Mobile,19,Samsung,,,Fixed,,2020-01-11,No power. New Battery ordered and fit for Visitor.
rcint_27949,Repair Café International,GBR,Tablet,30,Unknown,2015,5,Repairable,,2020-01-11,Charger point damaged. Advised that Micro Soldering would be necessary and how to do.
rcint_27948,Repair Café International,GBR,Tablet,30,Apple,2015,5,Repairable,,2020-01-11,Screen cracked. Returning with a new Digitizer for fitting.
rcint_29362,Repair Café International,NLD,Battery/charger/adapter,2,Rollei,2016,4,End of life,,2020-02-05,smd-techniek afgebroken. aansluiting afgebroken.
rcint_29355,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,2015,5,Fixed,,2020-02-05,kebelbreuk. kabelbreuk. gesoldeerd.
rcint_28550,Repair Café International,NLD,Printer/scanner,25,Canon,,,End of life,,2020-01-25,"Geeft foutmelding ""B200"""
rcint_28548,Repair Café International,NLD,Laptop,16,Acer,,,End of life,,2020-01-25,Moederbord doorgebrand. Doet niets meer.
rcint_28698,Repair Café International,FRA,Battery/charger/adapter,2,Unknown,,,Fixed,,2020-01-25,Bouton poussoir qui ne fonctionne plus. Bouton poussoir qui ne fonctionne plus. Modification pour shunter le bouton.
rcint_27201,Repair Café International,FRA,Printer/scanner,25,Canon,,,Fixed,,2019-12-28,Présence d'une clé USB dans l'imprimante. Le papier se coince. Retiré la clé USB.
rcint_27891,Repair Café International,DEU,Laptop,16,Unknown,,,Fixed,,2020-01-11,neue Batterie einsetzen. Batterie wechsel. Neue batterie eingelötet.
rcint_28148,Repair Café International,DEU,Tablet,30,Unknown,,,Fixed,,2020-01-18,Einschaltreihenfolge nicht eingehalten. Außentemperatur wird nicht angezeigt. Einschaltreihenfolge gezeigt.
rcint_27868,Repair Café International,DEU,Desktop computer,4,Unknown,,,Repairable,,2020-01-11,Batterie defekt. Fehler mit Grafikkarte. Ersatzteil und Stick zur Datensicherung beim nächsten mal mitbringen.
rcint_28144,Repair Café International,DEU,Printer/scanner,25,Unknown,,,End of life,,2020-01-18,Netzteil wird überlastet.
rcint_28152,Repair Café International,DEU,Printer/scanner,25,Unknown,,,Fixed,,2020-01-18,Patronen leer. druckt nicht. Patronen austauschen.
rcint_28150,Repair Café International,DEU,Laptop,16,Unknown,,,Fixed,,2020-01-18,Problem. Windowsproblem.
rcint_28151,Repair Café International,DEU,Tablet,30,Unknown,,,Repairable,,2020-01-18,Alarm geht ständig an. Alarmgeber abgeklemmt.
rcint_27895,Repair Café International,DEU,PC accessory,22,Unknown,,,Fixed,,2020-01-11,Tasterplatine abgerissen. Taster. Tasterplatine mit Schrauben fixiert.
rcint_29390,Repair Café International,NLD,Laptop,16,Dell,2014,6,Fixed,,2020-02-06,Geen. Geen. Andere software op de laptop gezet.
rcint_27885,Repair Café International,DEU,Mobile,19,Samsung,,,End of life,,2020-01-11,Display.
rcint_27860,Repair Café International,DEU,Battery/charger/adapter,2,SSS Siedle,,,Fixed,,2020-01-11,Elko defekt. Keine Funktion. Elko erneuert.
rcint_29181,Repair Café International,NLD,Battery/charger/adapter,2,Hema,,,Fixed,,2020-02-01,veertje los van batterij oplader.
rcint_72900,Repair Café International,NLD,Battery/charger/adapter,2,PowerCube,,,Repairable,,2020-02-04,"electronica defect, usb deel verwijderd. USB aansluitingen geven geen spanning. usb deel verwijderd."
rcint_27709,Repair Café International,NLD,Desktop computer,4,Unknown,,,End of life,,2020-01-11,voeding defect. schakelt niet in.
rcint_29116,Repair Café International,NLD,Printer/scanner,25,Samsung,2005,15,Repairable,,2020-02-01,Papierinvoer kapot.
rcint_29109,Repair Café International,NLD,Printer/scanner,25,Canon,2016,4,End of life,,2020-02-01,Geen. Voert geen papier door.
rcint_27747,Repair Café International,NLD,Laptop,16,Acer,2017,3,Repairable,,2020-01-11,nieuwe toetsen aanbrengen. type toetsen klopte niet en advies over het opladen gegeven.
rcint_27745,Repair Café International,NLD,Printer/scanner,25,Canon,2017,3,End of life,,2020-01-11,foutmelding.
rcint_27727,Repair Café International,NLD,Laptop,16,Lenovo,2016,4,Fixed,,2020-01-11,waarschijnlijk niet goed ingelogd. doet het niet. ingelogd.
rcint_27725,Repair Café International,NLD,Mobile,19,Samsung,2016,4,Repairable,,2020-01-11,"geen contact oplader. terug te gaan naar de winkel, was vorige week gerepareerd. Garantie. USB poort niet goed gesoldeerd."
rcint_29176,Repair Café International,NLD,TV and gaming-related accessories,33,Bosch,,,Repairable,,2020-02-01,te traag. elke keer proberen.
rcint_29161,Repair Café International,NLD,TV and gaming-related accessories,33,Mitsubishi,,,Repairable,,2020-02-01,"Afspeel, stop en spoelknoppen werken niet meer. Vanwege te weinig kennis voorgesteld om volgende keer terug te komen ( voor Dick), mogelijk voeding deels defect."
rcint_29132,Repair Café International,NLD,Printer/scanner,25,Canon,2015,5,End of life,,2020-02-01,niets. print niet.
rcint_29031,Repair Café International,NLD,Laptop,16,Apple,,,Repairable,,2020-02-01,startproblemen. HPP kabel kopen.
rcint_29029,Repair Café International,NLD,Desktop computer,4,Apple,,,End of life,,2020-02-01,reageert niet meer.
rcint_29018,Repair Café International,NLD,TV and gaming-related accessories,33,Unknown,,,End of life,,2020-02-01,lijmen.
rcint_29138,Repair Café International,NLD,Printer/scanner,25,Canon,,,Repairable,,2020-02-01,"Papierdoorvoer hapert. Rollen schoongemaakt, moeten eigenlijk vervangen worden, maar vanwege kosten kan beter een nieuwe printer gekocht worden als deze het echt niet meer doet."
rcint_27722,Repair Café International,NLD,PC accessory,22,Maxxter,2019,1,Fixed,,2020-01-11,doet niks meer. Batterijhouder gericht.
rcint_27720,Repair Café International,NLD,Battery/charger/adapter,2,Elro,2010,10,Fixed,,2020-01-11,schakelt niet meer. print doorgesoldeerd.
rcint_27713,Repair Café International,NLD,Mobile,19,Samsung,2016,4,Fixed,,2020-01-11,wachtwoord instelling. doet het niet goed meer. nieuw wachtwoord ingesteld.
rcint_27700,Repair Café International,NLD,TV and gaming-related accessories,33,Gutmann,,,Repairable,,2020-01-11,afstandsbediening wasemkap maakt geen kontakt. proberen toch met contactspray.
rcint_27687,Repair Café International,NLD,Laptop,16,Asus,,,Fixed,,2020-01-11,schoongemaakt. traag. door schoonmaken geen oververhitting meer en updates geplaatst.
rcint_27225,Repair Café International,NLD,Laptop,16,Asus,2010,10,Repairable,,2020-01-03,Onbekend. start niet meer op. lampjes branden wel. accu leeg op te laden en dan opnieuw proberen.
rcint_27219,Repair Café International,NLD,Printer/scanner,25,Canon,2005,15,End of life,,2020-01-03,te veel om op te noemen. doet het niet meer.
rcint_28761,Repair Café International,NLD,Desktop computer,4,Q-motion,,,End of life,,2020-01-28,Geeft geen signaal.
rcint_28692,Repair Café International,CAN,TV and gaming-related accessories,33,Unknown,1986,34,Fixed,,2020-01-25,broken round wire connection. wire needs to be soldered. soldered ground wire.
rcint_28678,Repair Café International,CAN,Mobile,19,Apple,2017,3,Repairable,,2020-01-25,Broken back camera and flashlight. refer good repair places.
rcint_28671,Repair Café International,CAN,Desktop computer,4,Apple,2012,8,Fixed,,2020-01-25,Needed the right power cord. doesn't turn on. found the right power cord.
rcint_28665,Repair Café International,CAN,Tablet,30,Apple,2013,7,Fixed,,2020-01-25,"Broken Frame - customer supplied new part. put new frame on. replaced frame, required heat gun and user supplied tools in frame replacement kit."
rcint_28655,Repair Café International,CAN,Battery/charger/adapter,2,Unknown,,,End of life,,2020-01-25,
rcint_28653,Repair Café International,CAN,Battery/charger/adapter,2,Unknown,,,End of life,,2020-01-25,couldn't detect the problem.
rcint_28647,Repair Café International,CAN,Mobile,19,Apple,2015,5,Fixed,,2020-01-25,"want to make 1 working phone from 3. screen cracked. swapped the screen, camera and home button."
rcint_3228,Repair Café International,GBR,Tablet,30,Unknown,,,Repairable,,2017-11-04,Stuck in safe mode. Advice given.
rcint_2121,Repair Café International,GBR,Printer/scanner,25,Unknown,,,End of life,,2017-09-02,Not printing.
rcint_1360,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,Fixed,,2017-06-03,
rcint_479,Repair Café International,GBR,TV and gaming-related accessories,33,Unknown,,,End of life,,2017-03-04,remote got dropped.
rcint_279,Repair Café International,GBR,PC accessory,22,Unknown,,,Fixed,,2017-02-04,Display faint. New battery fitted.
rcint_278,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2017-02-04,Not charging.
rcint_8696,Repair Café International,GBR,Laptop,16,Unknown,,,Fixed,,2018-08-04,Hinge. Problem identified and easy solution given.
rcint_8276,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2018-07-07,not charging.
rcint_4253,Repair Café International,GBR,TV and gaming-related accessories,33,Unknown,,,Fixed,,2018-01-06,Standby button not working. Remote taken apart and button contacts cleaned.
rcint_4250,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,Fixed,,2018-01-06,Does not remain pushed down.
rcint_4247,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2018-01-06,Not working.
rcint_17823,Repair Café International,GBR,TV and gaming-related accessories,33,Unknown,,,Fixed,,2019-05-04,no power. Heat cut out covered in dust. Cleaned up and now OK.
rcint_17817,Repair Café International,GBR,TV and gaming-related accessories,33,Unknown,,,Fixed,,2019-05-04,Faulty. Not faulty - it worked!
rcint_16724,Repair Café International,GBR,Printer/scanner,25,Unknown,,,End of life,,2019-04-06,??
rcint_16720,Repair Café International,GBR,Mobile,19,Unknown,,,Fixed,,2019-04-06,Don't know how to use. Phone set up and showed how to be used.
rcint_13170,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2019-01-05,Blown.
rcint_28728,Repair Café International,FRA,TV and gaming-related accessories,33,Thomson,,,End of life,,2020-01-25,Courroie à commander. ne fonctionne plus.
rcint_28409,Repair Café International,NLD,Printer/scanner,25,Samsung,,,End of life,,2020-01-25,papier-feeder werkt niet altijd.
rcint_28388,Repair Café International,NLD,PC accessory,22,MS tech,,,Fixed,,2020-01-25,Maakt geen goed contact. Gesoldeerd.
rcint_28729,Repair Café International,FRA,Desktop computer,4,Acer,,,End of life,,2020-01-25,Manipulation trop complexe. Remontage.
rcint_28384,Repair Café International,NLD,Flat screen,8,Sony,2013,7,End of life,,2020-01-25,doet het niet.
rcint_28373,Repair Café International,NLD,Printer/scanner,25,Epson,2014,6,Fixed,,2020-01-25,Printkop is verstopt. Drukt niet goed af. Soms doet hij helemaal niets.
rcint_28538,Repair Café International,NLD,Desktop computer,4,Lenovo,2017,3,End of life,,2020-01-25,Harde schijf niet gedetecteerd. Harde schijf werkt niet.
rcint_28535,Repair Café International,NLD,Mobile,19,Samsung,,,Fixed,,2020-01-25,Gegevens overzetten. Gegevens overzetten. Alle gegevens overgezet naar nieuwe telefoon.
rcint_28527,Repair Café International,NLD,Tablet,30,Asus,2014,6,Fixed,,2020-01-25,los contact. Los contact. Contacten nagelopen en aangedrukt.
rcint_28525,Repair Café International,NLD,Flat screen,8,Samsung,2015,5,End of life,,2020-01-25,Connectors los. geeft geen geluid en geen backlight.
rcint_28519,Repair Café International,NLD,Tablet,30,Buienradar,,,End of life,,2020-01-25,geen sensor. Geeft geen buiten temperatuur aan.
rcint_28507,Repair Café International,NLD,Laptop,16,Acer,,,Fixed,,2020-01-25,"Windows 7. Traag, onveilig ivm niet meer ondersteunde windows. Linux er opgezet."
rcint_28030,Repair Café International,NLD,Tablet,30,Difrince,,,Repairable,,2020-01-17,"Doet het niet, ook niet na opladen. Het opladen met een andere adapter proberen."
rcint_28029,Repair Café International,NLD,TV and gaming-related accessories,33,LG,2009,11,End of life,,2020-01-17,Waarschijnlijk softwareprobleem. Band is vastgelopen.
rcint_27327,Repair Café International,NLD,Printer/scanner,25,Canon,,,Fixed,,2020-01-04,papier vast gelopen. papier inwendig verwijderd.
rcint_27530,Repair Café International,GBR,Printer/scanner,25,Canon,,,End of life,,2020-01-04,error 300. error b200.
rcint_27513,Repair Café International,GBR,Battery/charger/adapter,2,Energizer,,,Fixed,,2020-01-04,no contact in one pod. one battry pod not working. reattached sprint to contact strip.
rcint_28083,Repair Café International,NLD,Flat screen,8,Philips,2015,5,Repairable,,2020-01-17,Voedingsprint defect. gaat niet aan. klant besteld nieuwe print.
rcint_28082,Repair Café International,NLD,PC accessory,22,Unknown,,,Repairable,,2020-01-17,geen bedieningsfout. programma werkt niet meer. uitleg gegeven.
rcint_28353,Repair Café International,NLD,Desktop computer,4,Raspberry,2016,4,Fixed,,2020-01-23,Tekst verkeerd ingevoerd. Software fout. Tekst verbeterd.
rcint_28127,Repair Café International,NLD,Tablet,30,Samsung,2010,10,Repairable,,2020-01-18,"onbekend. gehackt? werkt niet, toetsen niet intoetsen. advies om te checken voor 4 pilates(?) op wifi."
rcint_26668,Repair Café International,GBR,Tablet,30,Samsung,,,End of life,,2019-12-07,unable to switch on.
rcint_26664,Repair Café International,GBR,Printer/scanner,25,Canon,,,End of life,,2019-12-07,no paper feed. fails to pick up paper.
rcint_26663,Repair Café International,GBR,Printer/scanner,25,Canon,,,End of life,,2019-12-07,warning light. orange warning light.
rcint_26662,Repair Café International,GBR,Tablet,30,Samsung,,,Repairable,,2019-12-07,turns itself off.
rcint_26661,Repair Café International,GBR,Laptop,16,Apple,,,Fixed,,2019-12-07,CD drawer jammed. Can't open CD drawer. Released CD drawer from inside. Adjusted runner.
rcint_15796,Repair Café International,NLD,Battery/charger/adapter,2,Van Speijk,2015,4,Fixed,,2019-03-15,defecte zekering. laadt niet op. zekering vervangen.
rcint_27803,Repair Café International,NLD,Flat screen,8,Panasonic,,,Fixed,,2020-01-11,Condensator defect. Gaat niet aan. Nieuwe condensator gemonteerd.
rcint_28075,Repair Café International,NLD,Laptop,16,Lenovo,,,Repairable,,2020-01-17,bedieningsfout. verwijderde mail is niet terug te halen. klant geinstrueerd.
rcint_28066,Repair Café International,NLD,Printer/scanner,25,Canon,,,Fixed,,2020-01-17,vuile printkop. geeft geen inkt af. kop gereinigd.
rcint_28058,Repair Café International,NLD,Printer/scanner,25,Canon,2010,10,Repairable,,2020-01-17,geen orginele cartridges. geet aan dat de inkt op is maar er zitten nieuwe cartridges in! orginele cartridges kopen.
rcint_23961,Repair Café International,NLD,Tablet,30,Wacom,2016,3,Repairable,,2019-10-27,"aansluitingen USB connector losgescheurd van printplaat. Poort doet het niet / kabel ? a.s. zaterdag terugkomen, dan kan Erik fijnsolderen (Dit was op Science Day)"
rcint_23960,Repair Café International,NLD,Games console,38,Nintendo,1983,36,Fixed,,2019-10-27,batterijcontacten gecorrodeerd. hapert.
rcint_23957,Repair Café International,NLD,TV and gaming-related accessories,33,Mitsubishi,1980,39,End of life,,2019-10-27,mechanish defect. cassetteband zakt er niet goed in.
rcint_28117,Repair Café International,NLD,Mobile,19,Apple,2015,5,End of life,,2020-01-18,"1. alle schroefjes los erbij gegeven, te groot risico voor terugplaatsen. 2. bijwerken via itunes niet gelukt (error 78) scherm erop zetten én vermoedelijk softwareprobleem."
rcint_28114,Repair Café International,NLD,Printer/scanner,25,Canon,,,Fixed,,2020-01-18,stukje papier in doorvoer verwijderd. trekt papier niet door.
rcint_27789,Repair Café International,NLD,Laptop,16,Asus,,,End of life,,2020-01-11,Vochtschade. Toetsen blijven hangen en traag.
